language,length,count_words,average_word_length,count_ones,count_zeros,ratio_ones,ratio_zeros,frequency_11,frequency_00,entropy,valeur
"['0010010', '000111', '11111', '001010', '100001', '10', '111000', '1', '0011', '01010']",48,10,4.8,23,25,0.4791666666666667,0.5208333333333334,7,9,0.9987472979361685,0
"['00101', '1', '1011', '1110010']",17,4,4.25,10,7,0.5882352941176471,0.4117647058823529,3,2,0.9774178175281716,0
"['111101', '1101', '111']",13,3,4.333333333333333,11,2,0.8461538461538461,0.1538461538461538,5,0,0.6193821946787638,1
"['0010', '0101', '01', '0011', '0001', '1001111', '1110', '001000', '101', '001000']",44,10,4.4,19,25,0.4318181818181818,0.5681818181818182,5,9,0.9865446300055644,0
"['0100000', '11110', '001', '0111', '0111001', '11', '101']",31,7,4.428571428571429,17,14,0.5483870967741935,0.4516129032258064,6,4,0.9932338197397066,0
"['010011', '1000001', '00', '001010', '1', '010']",25,6,4.166666666666667,9,16,0.36,0.64,1,5,0.9426831892554922,0
"['0', '01', '001', '0000', '110', '110', '0010110']",23,7,3.2857142857142856,9,14,0.391304347826087,0.6086956521739131,3,5,0.9656361333706098,0
"['00110', '01111', '1', '00', '1', '0', '01']",17,7,2.4285714285714284,9,8,0.5294117647058824,0.4705882352941176,3,4,0.9975025463691152,0
['001010'],6,1,6.0,2,4,0.3333333333333333,0.6666666666666666,0,1,0.9182958340544896,1
"['011100', '111', '100', '0001', '0', '1000', '00011', '000111', '00101', '0100111']",44,10,4.4,20,24,0.4545454545454545,0.5454545454545454,6,9,0.9940302114769564,0
"['1', '100', '00', '00000', '011', '000']",17,6,2.8333333333333335,4,13,0.2352941176470588,0.7647058823529411,2,6,0.7871265862012691,0
"['1111', '0010', '0111', '01', '11', '010', '1000', '1']",24,8,3.0,14,10,0.5833333333333334,0.4166666666666667,4,3,0.9798687566511528,0
"['011110', '0001010', '011001', '100111', '01', '1', '0111011']",35,7,5.0,20,15,0.5714285714285714,0.4285714285714285,8,5,0.9852281360342516,0
"['11100', '0001111', '00', '00', '1010', '1110', '001001', '001']",33,8,4.125,15,18,0.4545454545454545,0.5454545454545454,4,7,0.9940302114769564,0
"['1100', '0100', '01110', '111', '111111']",22,5,4.4,15,7,0.6818181818181818,0.3181818181818182,6,2,0.9023932827949788,0
"['0110101', '11101', '010100', '0101', '011', '00']",27,6,4.5,14,13,0.5185185185185185,0.4814814814814814,4,2,0.9990102708804812,0
"['111000', '01011', '1', '00011']",17,4,4.25,9,8,0.5294117647058824,0.4705882352941176,3,3,0.9975025463691152,0
"['001110', '00', '0001001', '110110']",21,4,5.25,9,12,0.4285714285714285,0.5714285714285714,3,5,0.9852281360342516,1
"['110101', '10111', '0001']",15,3,5.0,9,6,0.6,0.4,3,1,0.9709505944546686,1
"['111', '1', '100001', '100']",13,4,3.25,7,6,0.5384615384615384,0.4615384615384615,3,3,0.9957274520849256,0
"['111001', '111000', '111']",15,3,5.0,10,5,0.6666666666666666,0.3333333333333333,4,2,0.9182958340544896,1
"['00', '1111', '11000', '110100', '1111', '00110', '1001100', '110001', '1101001']",46,9,5.111111111111111,25,21,0.5434782608695652,0.4565217391304347,10,8,0.994538681650011,0
"['10000', '01000', '0', '000']",14,4,3.5,2,12,0.1428571428571428,0.8571428571428571,0,5,0.5916727785823275,0
"['101', '0', '110', '000110', '0010', '1000101', '001111', '1', '000000', '000']",40,10,4.0,15,25,0.375,0.625,4,9,0.954434002924965,0
"['1100', '00101', '10', '0001', '0010', '10']",21,6,3.5,8,13,0.3809523809523809,0.6190476190476191,2,5,0.9587118829771318,1
"['1', '0110000']",8,2,4.0,3,5,0.375,0.625,1,2,0.954434002924965,1
"['110', '1', '1001']",8,3,2.6666666666666665,5,3,0.625,0.375,2,1,0.954434002924965,1
"['0', '1000001', '1000110', '1000']",19,4,4.75,6,13,0.3157894736842105,0.6842105263157895,2,4,0.8997437586982626,0
"['0001', '1', '110', '010101', '001110', '100010', '10', '0011', '1', '1']",34,10,3.4,17,17,0.5,0.5,5,5,1.0,0
['1010'],4,1,4.0,2,2,0.5,0.5,0,0,1.0,1
['0011'],4,1,4.0,2,2,0.5,0.5,1,1,1.0,1
"['0', '0110000', '0110110', '0100110', '001', '1011', '0100', '11101', '1111000', '10010']",50,10,5.0,24,26,0.48,0.52,9,9,0.9988455359952018,0
"['01010', '0', '1010000', '11', '010111', '111111', '1010']",31,7,4.428571428571429,18,13,0.5806451612903226,0.4193548387096774,6,3,0.9811522341999132,0
"['11', '11', '100', '000010', '0011', '100', '00', '1111', '110']",29,9,3.2222222222222223,15,14,0.5172413793103449,0.4827586206896552,6,6,0.9991421039919088,0
"['000110', '010']",9,2,4.5,3,6,0.3333333333333333,0.6666666666666666,1,2,0.9182958340544896,1
"['1', '11', '110001', '1', '1', '00', '00', '101', '0', '1010']",23,10,2.3,12,11,0.5217391304347826,0.4782608695652174,3,3,0.9986359641585718,0
"['1101', '10', '111', '01100']",14,4,3.5,9,5,0.6428571428571429,0.3571428571428571,4,1,0.9402859586706313,1
"['010', '00', '001111', '000', '10001']",19,5,3.8,7,12,0.3684210526315789,0.631578947368421,2,4,0.9494520153879484,0
"['0001', '100010', '0110']",14,3,4.666666666666667,5,9,0.3571428571428571,0.6428571428571429,2,3,0.9402859586706313,1
"['1110111', '0111101']",14,2,7.0,11,3,0.7857142857142857,0.2142857142857142,4,0,0.74959525725948,1
"['011', '011', '01']",8,3,2.6666666666666665,5,3,0.625,0.375,2,0,0.954434002924965,1
"['001', '11111', '101010', '0110011', '010000', '1', '011100', '1010000']",41,8,5.125,20,21,0.4878048780487805,0.5121951219512195,6,8,0.9995708393473224,0
"['1000001', '0', '1011', '00100', '1011111', '0', '101101', '00101']",36,8,4.5,18,18,0.5,0.5,4,5,1.0,0
"['11', '001', '1111', '0100', '001001', '1111', '0110101', '10', '0']",33,9,3.6666666666666665,19,14,0.5757575757575758,0.4242424242424242,7,5,0.9833761901392236,0
"['11', '0', '0001000', '000', '0001', '10101', '011011']",28,7,4.0,11,17,0.3928571428571428,0.6071428571428571,4,6,0.9666186325481028,0
"['10100', '1101010', '111', '0', '10', '011', '1', '100', '011110', '110']",34,10,3.4,20,14,0.5882352941176471,0.4117647058823529,7,3,0.9774178175281716,0
"['0', '0000111']",8,2,4.0,3,5,0.375,0.625,1,2,0.954434002924965,1
"['11010', '11', '10', '0111011', '11', '11', '110', '01011', '0111000', '111']",38,10,3.8,26,12,0.6842105263157895,0.3157894736842105,10,3,0.8997437586982626,0
"['1', '01', '011', '0', '101010']",13,5,2.6,7,6,0.5384615384615384,0.4615384615384615,1,0,0.9957274520849256,0
"['0', '00', '00', '0000', '11000']",14,5,2.8,2,12,0.1428571428571428,0.8571428571428571,1,5,0.5916727785823275,0
"['11101', '11011', '11100', '01001', '0110110', '100', '110', '101101']",39,8,4.875,24,15,0.6153846153846154,0.3846153846153846,8,3,0.961236604722876,0
['110100'],6,1,6.0,3,3,0.5,0.5,1,1,1.0,1
"['111100', '01101', '0', '0010', '10110', '0', '1011', '0010001', '0']",34,9,3.7777777777777777,16,18,0.4705882352941176,0.5294117647058824,5,5,0.9975025463691152,0
"['01', '10', '000011', '11010', '0010', '0010', '1', '1110111', '1010110']",38,9,4.222222222222222,20,18,0.5263157894736842,0.4736842105263157,8,4,0.9980008838722996,0
"['1100', '101', '0010011', '0', '1010101', '0', '1', '1110111', '11110', '11110']",41,10,4.1,26,15,0.6341463414634146,0.3658536585365853,9,3,0.9474351361840307,0
['0'],1,1,1.0,0,1,0.0,1.0,0,0,-0.0,1
"['1101', '0100010', '1001']",15,3,5.0,7,8,0.4666666666666667,0.5333333333333333,1,2,0.9967916319816366,1
"['110', '1010000', '0110', '0001']",18,4,4.5,7,11,0.3888888888888889,0.6111111111111112,2,4,0.964078764808229,1
"['1101000', '0011001', '10', '10']",18,4,4.5,8,10,0.4444444444444444,0.5555555555555556,3,3,0.9910760598382222,1
"['010001', '000', '10000', '0', '11', '10110', '0111101', '11']",31,8,3.875,15,16,0.4838709677419355,0.5161290322580645,5,5,0.9992492479956564,0
"['011', '1101', '1', '0010011', '000000']",21,5,4.2,9,12,0.4285714285714285,0.5714285714285714,4,5,0.9852281360342516,0
"['01', '0110000', '0100101', '001000', '1100111', '11']",31,6,5.166666666666667,14,17,0.4516129032258064,0.5483870967741935,4,6,0.9932338197397066,1
"['01', '1000', '11100', '11', '1', '11', '1010110', '00011']",28,8,3.5,16,12,0.5714285714285714,0.4285714285714285,7,4,0.9852281360342516,0
"['000', '10', '1', '110111', '101']",15,5,3.0,9,6,0.6,0.4,3,1,0.9709505944546686,0
"['011011', '101111', '1', '00011', '00']",20,5,4.0,12,8,0.6,0.4,5,2,0.9709505944546686,1
"['1', '101', '1110']",8,3,2.6666666666666665,6,2,0.75,0.25,3,0,0.8112781244591328,0
"['1', '0010', '0100', '0111010']",16,4,4.0,7,9,0.4375,0.5625,1,3,0.9886994082884974,1
"['11', '1110001', '1011011', '1000']",20,4,5.0,12,8,0.6,0.4,5,2,0.9709505944546686,1
"['0100000', '10010', '11010', '1', '111', '1', '10110', '1000', '1']",32,9,3.5555555555555554,16,16,0.5,0.5,5,4,1.0,0
"['000', '011', '010', '0', '0001', '1']",15,6,2.5,5,10,0.3333333333333333,0.6666666666666666,2,4,0.9182958340544896,0
"['0001010', '000000', '0100', '1010110', '000000', '001', '11']",35,7,5.0,10,25,0.2857142857142857,0.7142857142857143,2,10,0.863120568566631,1
"['0', '0100010', '1010']",12,3,4.0,4,8,0.3333333333333333,0.6666666666666666,0,2,0.9182958340544896,1
"['110', '0101', '0010']",11,3,3.6666666666666665,5,6,0.4545454545454545,0.5454545454545454,1,2,0.9940302114769564,1
"['001100', '01000', '01011']",16,3,5.333333333333333,6,10,0.375,0.625,2,4,0.954434002924965,1
"['0', '01101', '010111', '1', '1001111', '100']",23,6,3.8333333333333335,14,9,0.6086956521739131,0.391304347826087,5,3,0.9656361333706098,0
"['111', '101000', '0101111', '00011', '101', '11', '11', '01', '011']",33,9,3.6666666666666665,21,12,0.6363636363636364,0.3636363636363636,8,3,0.94566030460064,0
"['000111', '100011', '0010', '0001101', '101', '10110']",31,6,5.166666666666667,15,16,0.4838709677419355,0.5161290322580645,7,5,0.9992492479956564,1
"['11011', '1011011', '1', '10']",15,4,3.75,11,4,0.7333333333333333,0.2666666666666666,5,0,0.8366407419411672,0
"['0', '1110101']",8,2,4.0,5,3,0.625,0.375,1,0,0.954434002924965,1
['1001000'],7,1,7.0,2,5,0.2857142857142857,0.7142857142857143,0,2,0.863120568566631,1
"['0', '1', '010011', '0', '10', '01', '0', '1110', '101111']",24,9,2.6666666666666665,14,10,0.5833333333333334,0.4166666666666667,4,2,0.9798687566511528,0
"['11011', '1101100', '011000', '000001', '11', '011']",29,6,4.833333333333333,15,14,0.5172413793103449,0.4827586206896552,7,5,0.9991421039919088,0
"['0001000', '00001', '0001', '10', '0000010', '101100', '11100', '00101', '010001']",47,9,5.222222222222222,15,32,0.3191489361702128,0.6808510638297872,3,12,0.9034535552068336,0
"['1110000', '0100', '0010111', '000', '0', '001', '100101', '10110', '011001']",42,9,4.666666666666667,18,24,0.4285714285714285,0.5714285714285714,6,10,0.9852281360342516,0
"['101', '0001011', '10001', '11010', '1', '011011', '011000', '0001001']",40,8,5.0,19,21,0.475,0.525,5,6,0.99819587904281,0
"['01011', '11101', '1110010', '0', '10010', '1', '0']",25,7,3.5714285714285716,14,11,0.56,0.44,4,3,0.9895875212220556,0
"['01000', '0011', '0', '0000', '01101', '1', '111', '0110110', '0010100']",37,9,4.111111111111111,16,21,0.4324324324324324,0.5675675675675675,6,7,0.9867867202680318,0
"['111001', '001', '0001011', '0', '01', '0000', '01', '101101']",31,8,3.875,14,17,0.4516129032258064,0.5483870967741935,4,6,0.9932338197397066,0
"['1101001', '100001', '0010000', '111', '01110', '01101', '0111001', '11', '0101']",46,9,5.111111111111111,24,22,0.5217391304347826,0.4782608695652174,7,8,0.9986359641585718,0
"['10001', '10', '1001000', '0110', '10011', '11', '01100', '110110', '1100', '1000110']",47,10,4.7,23,24,0.4893617021276595,0.5106382978723404,9,8,0.9996734260048916,0
"['001111', '01000', '11', '0000111', '0000101', '1', '1']",29,7,4.142857142857143,14,15,0.4827586206896552,0.5172413793103449,5,6,0.9991421039919088,0
"['00110', '0010100', '1']",13,3,4.333333333333333,5,8,0.3846153846153846,0.6153846153846154,1,3,0.961236604722876,1
"['1001', '0000', '010', '11', '010', '10111', '0011']",25,7,3.5714285714285716,12,13,0.48,0.52,3,4,0.9988455359952018,1
"['00010', '01101', '100', '0111', '0', '001101', '100', '11', '011']",32,9,3.5555555555555554,16,16,0.5,0.5,7,5,1.0,0
['0010'],4,1,4.0,1,3,0.25,0.75,0,1,0.8112781244591328,1
['00010'],5,1,5.0,1,4,0.2,0.8,0,1,0.7219280948873623,1
"['0000010', '011', '0', '0', '10011', '1110110', '11', '10', '0011']",32,9,3.5555555555555554,16,16,0.5,0.5,6,6,1.0,0
['110'],3,1,3.0,2,1,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
"['0111110', '0110', '000100', '111', '0111000']",27,5,5.4,14,13,0.5185185185185185,0.4814814814814814,5,5,0.9990102708804812,1
['1101000'],7,1,7.0,3,4,0.4285714285714285,0.5714285714285714,1,1,0.9852281360342516,1
"['10000', '1110', '11', '001011', '01', '010', '00110']",27,7,3.857142857142857,13,14,0.4814814814814814,0.5185185185185185,4,4,0.9990102708804812,0
"['10', '001011', '0010', '1100100', '1111010']",26,5,5.2,13,13,0.5,0.5,4,4,1.0,1
"['001', '10', '1111101', '00']",14,4,3.5,8,6,0.5714285714285714,0.4285714285714285,3,2,0.9852281360342516,1
"['11010', '100', '00']",10,3,3.3333333333333335,4,6,0.4,0.6,1,2,0.9709505944546686,1
"['00001', '01010', '100', '0100']",17,4,4.25,5,12,0.2941176470588235,0.7058823529411765,0,4,0.8739810481273578,1
"['1100', '11110', '001001', '0101110']",22,4,5.5,12,10,0.5454545454545454,0.4545454545454545,4,3,0.9940302114769564,1
"['010110', '011', '1101110', '101010']",22,4,5.5,13,9,0.5909090909090909,0.4090909090909091,4,1,0.9760206482366148,1
"['11011', '01', '111001', '1000111']",20,4,5.0,13,7,0.65,0.35,6,2,0.934068055375491,1
['1011001'],7,1,7.0,4,3,0.5714285714285714,0.4285714285714285,1,1,0.9852281360342516,1
"['00100', '1', '1001', '0111', '0111', '01', '00010', '10110']",30,8,3.75,15,15,0.5,0.5,4,4,1.0,0
"['101101', '1', '00', '1100', '1110']",17,5,3.4,10,7,0.5882352941176471,0.4117647058823529,4,2,0.9774178175281716,0
"['101', '1100', '110', '11011', '011000', '0', '111', '0011']",29,8,3.625,17,12,0.5862068965517241,0.4137931034482758,7,4,0.9784493292686188,0
"['01101', '1101100']",12,2,6.0,7,5,0.5833333333333334,0.4166666666666667,3,1,0.9798687566511528,1
"['1', '000001', '1101', '00011', '111', '001110', '000110', '001', '111', '010']",40,10,4.0,20,20,0.5,0.5,7,7,1.0,0
"['0', '11000', '00011', '1010111', '110', '1', '010001', '10', '01']",32,9,3.5555555555555554,16,16,0.5,0.5,5,5,1.0,0
"['110', '10011', '000010', '1', '101000', '10110']",26,6,4.333333333333333,12,14,0.4615384615384615,0.5384615384615384,4,4,0.9957274520849256,0
"['0', '101011', '110', '0110', '111101']",20,5,4.0,13,7,0.65,0.35,5,1,0.934068055375491,0
"['0010111', '1', '101101']",14,3,4.666666666666667,9,5,0.6428571428571429,0.3571428571428571,3,1,0.9402859586706313,1
"['110', '00100', '000101', '011', '1110101', '00']",26,6,4.333333333333333,12,14,0.4615384615384615,0.5384615384615384,3,4,0.9957274520849256,1
"['111', '101']",6,2,3.0,5,1,0.8333333333333334,0.1666666666666666,2,0,0.6500224216483541,1
['010'],3,1,3.0,1,2,0.3333333333333333,0.6666666666666666,0,0,0.9182958340544896,1
"['101', '0', '0011', '010101', '1001', '1001101', '111', '100']",31,8,3.875,17,14,0.5483870967741935,0.4516129032258064,6,4,0.9932338197397066,0
"['01001', '0', '100', '010111', '0010']",19,5,3.8,8,11,0.4210526315789473,0.5789473684210527,1,3,0.9819407868640976,0
"['1110', '01', '101011', '1', '00', '1011010']",22,6,3.6666666666666665,13,9,0.5909090909090909,0.4090909090909091,4,2,0.9760206482366148,0
['00100'],5,1,5.0,1,4,0.2,0.8,0,2,0.7219280948873623,1
"['00', '10', '100', '010110', '011', '1001', '10000', '1101', '10', '00']",33,10,3.3,14,19,0.4242424242424242,0.5757575757575758,5,7,0.9833761901392236,0
"['011011', '0', '00111', '0001', '1110', '0001', '101000']",30,7,4.285714285714286,14,16,0.4666666666666667,0.5333333333333333,6,5,0.9967916319816366,0
"['1100', '001', '000', '1', '11']",13,5,2.6,6,7,0.4615384615384615,0.5384615384615384,2,3,0.9957274520849256,0
['1001110'],7,1,7.0,4,3,0.5714285714285714,0.4285714285714285,1,1,0.9852281360342516,1
"['000', '010101']",9,2,4.5,3,6,0.3333333333333333,0.6666666666666666,0,2,0.9182958340544896,1
['001010'],6,1,6.0,2,4,0.3333333333333333,0.6666666666666666,0,1,0.9182958340544896,1
"['000', '1111', '01000', '0', '100101', '000001', '001', '110000']",34,8,4.25,12,22,0.3529411764705882,0.6470588235294118,3,9,0.9366673818775626,0
"['1100', '1001']",8,2,4.0,4,4,0.5,0.5,1,2,1.0,1
"['001011', '0', '0110111', '1101101', '010', '111101', '001010']",36,7,5.142857142857143,21,15,0.5833333333333334,0.4166666666666667,7,3,0.9798687566511528,1
"['11', '01']",4,2,2.0,3,1,0.75,0.25,1,0,0.8112781244591328,1
"['1001111', '1010111', '101', '110']",20,4,5.0,14,6,0.7,0.3,5,1,0.8812908992306927,1
"['0', '000001', '111101', '11', '1']",16,5,3.2,9,7,0.5625,0.4375,4,3,0.9886994082884974,0
"['01000', '1000100', '01100', '11001']",22,4,5.5,8,14,0.3636363636363636,0.6363636363636364,2,5,0.94566030460064,1
"['1', '1', '11', '010', '010100', '11', '1001101']",22,7,3.142857142857143,13,9,0.5909090909090909,0.4090909090909091,4,3,0.9760206482366148,0
"['1001010', '0001100']",14,2,7.0,5,9,0.3571428571428571,0.6428571428571429,1,4,0.9402859586706313,1
"['1100', '10111', '11', '10', '00', '1', '11110']",21,7,3.0,14,7,0.6666666666666666,0.3333333333333333,6,2,0.9182958340544896,0
"['1', '0', '011100', '0', '111110', '111111', '1000', '1100111']",32,8,4.0,21,11,0.65625,0.34375,8,4,0.9283620723948676,0
"['001111', '1101100', '010', '1', '0', '0100', '111001', '101']",31,8,3.875,17,14,0.5483870967741935,0.4516129032258064,6,5,0.9932338197397066,0
"['0011010', '111', '01110', '0', '10']",18,5,3.6,10,8,0.5555555555555556,0.4444444444444444,3,2,0.9910760598382222,0
"['10110', '0011', '1100001', '110000']",22,4,5.5,10,12,0.4545454545454545,0.5454545454545454,4,5,0.9940302114769564,1
"['00', '000011', '0110011', '011110', '01000', '00110']",31,6,5.166666666666667,13,18,0.4193548387096774,0.5806451612903226,6,7,0.9811522341999132,1
"['10', '1', '001', '0100101', '00111', '101101', '11', '10011']",31,8,3.875,18,13,0.5806451612903226,0.4193548387096774,6,4,0.9811522341999132,0
"['01', '00111', '01010', '1001000', '01', '11111', '0', '1101000', '010']",37,9,4.111111111111111,18,19,0.4864864864864865,0.5135135135135135,5,6,0.9994730201859836,0
"['00', '0', '011', '100', '10', '11', '1101100']",20,7,2.857142857142857,10,10,0.5,0.5,4,4,1.0,0
"['0011', '111010', '0', '001', '0010', '0111']",22,6,3.6666666666666665,11,11,0.5,0.5,3,5,1.0,0
"['11010', '10', '00', '10100', '0', '001', '001010', '0111000']",31,8,3.875,12,19,0.3870967741935484,0.6129032258064516,2,6,0.9629004147713268,0
"['00011', '000011', '101011']",17,3,5.666666666666667,8,9,0.4705882352941176,0.5294117647058824,3,3,0.9975025463691152,1
"['101', '1', '100001', '00110', '0001110', '1111']",26,6,4.333333333333333,14,12,0.5384615384615384,0.4615384615384615,5,5,0.9957274520849256,0
"['000001', '111100', '11011', '010100', '1', '101', '011110', '1']",34,8,4.25,19,15,0.5588235294117647,0.4411764705882353,7,4,0.9899927915575186,0
"['001101', '0110', '10', '00', '0']",15,5,3.0,6,9,0.4,0.6,2,3,0.9709505944546686,0
"['0', '11110', '00000', '100', '0', '101101', '1100']",25,7,3.5714285714285716,11,14,0.44,0.56,4,5,0.9895875212220556,0
"['11010', '10110', '0010', '111100', '00', '1000010', '1', '11001']",35,8,4.375,17,18,0.4857142857142857,0.5142857142857142,5,6,0.9994110647387552,0
"['000010', '0010', '11']",12,3,4.0,4,8,0.3333333333333333,0.6666666666666666,1,3,0.9182958340544896,1
"['111', '011', '001', '11100']",14,4,3.5,9,5,0.6428571428571429,0.3571428571428571,4,2,0.9402859586706313,1
"['11', '011101']",8,2,4.0,6,2,0.75,0.25,2,0,0.8112781244591328,1
"['1001101', '0100', '00', '00', '101', '1']",19,6,3.1666666666666665,8,11,0.4210526315789473,0.5789473684210527,2,4,0.9819407868640976,0
"['101', '11111', '100', '100101', '101000', '010111', '10', '001110', '11']",39,9,4.333333333333333,23,16,0.5897435897435898,0.4102564102564102,8,5,0.97663491144401,0
"['00011', '0010', '0110011', '110011', '011011', '0100001', '1', '01001', '00']",43,9,4.777777777777778,20,23,0.4651162790697674,0.5348837209302325,8,9,0.996485989886783,0
"['0100', '0', '1000', '010']",12,4,3.0,3,9,0.25,0.75,0,3,0.8112781244591328,0
"['1110', '10']",6,2,3.0,4,2,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
"['1000011', '0101', '01']",13,3,4.333333333333333,6,7,0.4615384615384615,0.5384615384615384,1,2,0.9957274520849256,0
"['010', '0000011', '010', '0100001', '110100']",26,5,5.2,9,17,0.3461538461538461,0.6538461538461539,2,7,0.9305861291319928,1
